entry_time,exit_time,month,direction,entry_price,exit_price,pnl,bars,exit_reason,dist_atr_entry,score_entry,factors_entry,regime_entry
2024-05-15 11:00,2024-05-15 21:00,2024-05,BUY,2108.84,2103.52,-1.03,10,hard_stop,0.43,3,"DIVERG,LOW-VOL",ranging
2024-05-15 22:00,2024-05-16 17:00,2024-05,BUY,2104.7,2114.96,0.53,19,reverse_signal,-1.01,3,"KDJ-OS,BB-BOT,LOW-VOL",ranging
2024-05-16 17:00,2024-05-16 19:00,2024-05,SELL,2114.96,2115.57,-0.56,2,reverse_signal,1.49,3,"KDJ-OB,TOP-DIV",ranging
2024-05-16 19:00,2024-05-16 22:00,2024-05,BUY,2115.57,2118.36,-0.22,3,reverse_signal,1.45,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-05-16 22:00,2024-05-17 05:00,2024-05,SELL,2118.36,2109.85,0.35,7,reverse_signal,2.14,3,"KDJ-OB,TOP-DIV",ranging
2024-05-17 05:00,2024-05-20 15:00,2024-05,BUY,2109.85,2104.39,-1.05,34,hard_stop,-1.62,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-05-20 23:00,2024-05-21 02:00,2024-05,BUY,2113.75,2107.37,-1.14,3,hard_stop,1.37,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-05-21 03:00,2024-05-22 04:00,2024-05,BUY,2107.44,2128.93,1.65,25,reverse_signal,-0.7,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-05-22 04:00,2024-05-22 09:00,2024-05,SELL,2128.93,2122.7,0.12,5,reverse_signal,3.4,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-05-22 09:00,2024-05-22 15:00,2024-05,BUY,2122.7,2114.67,-1.3,6,hard_stop,0.29,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-05-22 16:00,2024-05-23 08:00,2024-05,BUY,2117.25,2123.75,0.15,16,reverse_signal,-1.21,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-05-23 08:00,2024-05-23 10:00,2024-05,SELL,2123.75,2123.7,-0.49,2,reverse_signal,0.87,3,"KDJ-OB,TOP-DIV",ranging
2024-05-23 10:00,2024-05-23 12:00,2024-05,BUY,2123.7,2123.85,-0.48,2,reverse_signal,0.76,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-05-23 12:00,2024-05-23 17:00,2024-05,SELL,2123.85,2129.44,-1.06,5,hard_stop,0.73,3,"KDJ-OB,TOP-DIV",ranging
2024-05-23 18:00,2024-05-23 22:00,2024-05,SELL,2130.09,2132.45,-0.74,4,reverse_signal,2.42,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-05-23 22:00,2024-05-24 00:00,2024-05,BUY,2132.45,2126.35,-1.11,2,hard_stop,2.73,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-05-24 01:00,2024-05-24 11:00,2024-05,BUY,2126.12,2129.72,-0.14,10,reverse_signal,-0.27,5,"TREND+,KDJ-OS,DIVERG,LOW-VOL",ranging
2024-05-24 11:00,2024-05-24 13:00,2024-05,SELL,2129.72,2134.95,-1.02,2,hard_stop,1.73,3,"KDJ-OB,TOP-DIV",ranging
2024-05-24 14:00,2024-05-24 18:00,2024-05,SELL,2138.59,2141.82,-0.82,4,reverse_signal,4.13,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-05-24 18:00,2024-05-27 12:00,2024-05,BUY,2141.82,2150.35,0.35,18,reverse_signal,3.79,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-05-27 12:00,2024-05-27 16:00,2024-05,SELL,2150.35,2152.84,-0.75,4,reverse_signal,3.52,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-05-27 16:00,2024-05-27 21:00,2024-05,BUY,2152.84,2153.44,-0.44,5,reverse_signal,3.05,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-05-27 21:00,2024-05-28 02:00,2024-05,SELL,2153.44,2160.45,-1.2,5,hard_stop,2.35,3,"KC-TOP,TOP-DIV",ranging
2024-05-28 03:00,2024-05-28 06:00,2024-05,SELL,2162.52,2168.69,-1.12,3,hard_stop,3.78,5,"KDJ-OB,KC-TOP,TOP-DIV,RSI-OB",ranging
2024-05-28 07:00,2024-05-28 13:00,2024-05,SELL,2165.87,2155.95,0.49,6,reverse_signal,3.23,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-05-28 13:00,2024-05-30 04:00,2024-05,BUY,2155.95,2158.57,-0.24,39,reverse_signal,-0.8,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-05-30 04:00,2024-05-30 08:00,2024-05,SELL,2158.57,2164.65,-1.11,4,hard_stop,0.35,3,"KDJ-OB,TOP-DIV",ranging
2024-05-30 14:00,2024-06-03 17:00,2024-05,BUY,2158.65,2152.51,-1.11,51,hard_stop,-0.59,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-06-03 18:00,2024-06-05 00:00,2024-06,BUY,2150.25,2158.27,0.3,30,reverse_signal,-2.94,7,"TREND+,KDJ-OS,BB-BOT,KC-BOT,DIVERG,LOW-VOL",ranging
2024-06-05 00:00,2024-06-05 02:00,2024-06,SELL,2158.27,2154.78,-0.15,2,reverse_signal,-0.11,3,"KDJ-OB,TOP-DIV",ranging
2024-06-05 02:00,2024-06-05 05:00,2024-06,BUY,2154.78,2147.51,-1.23,3,hard_stop,-1.06,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-06-05 06:00,2024-06-05 10:00,2024-06,BUY,2146.74,2139.38,-1.24,4,hard_stop,-2.73,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-06-05 11:00,2024-06-06 06:00,2024-06,BUY,2138.23,2128.33,-1.49,19,hard_stop,-3.99,4,"KDJ-OS,KC-BOT,RSI-OS,LOW-VOL",ranging
2024-06-06 07:00,2024-06-06 18:00,2024-06,BUY,2131.51,2124.77,-1.17,11,hard_stop,-1.95,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-06-06 19:00,2024-06-08 00:00,2024-06,BUY,2122.18,2129.13,0.2,29,reverse_signal,-2.89,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-06-08 00:00,2024-06-10 11:00,2024-06,SELL,2129.13,2132.43,-0.83,11,reverse_signal,0.15,3,"KDJ-OB,TOP-DIV",ranging
2024-06-10 11:00,2024-06-11 15:00,2024-06,BUY,2132.43,2140.23,0.28,28,reverse_signal,1.16,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-06-11 15:00,2024-06-12 11:00,2024-06,SELL,2140.23,2134.01,0.12,20,reverse_signal,1.01,3,"KDJ-OB,TOP-DIV",ranging
2024-06-12 11:00,2024-06-12 15:00,2024-06,BUY,2134.01,2128.03,-1.1,4,hard_stop,-1.15,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-06-12 16:00,2024-06-12 21:00,2024-06,BUY,2125.03,2119.7,-1.03,5,hard_stop,-3.63,7,"KDJ-OS,BB-BOT,KC-BOT,DIVERG,RSI-OS,LOW-VOL",ranging
2024-06-12 22:00,2024-06-13 15:00,2024-06,BUY,2118.91,2127.07,0.32,17,reverse_signal,-3.64,4,"KDJ-OS,KC-BOT,RSI-OS,LOW-VOL",ranging
2024-06-13 15:00,2024-06-14 06:00,2024-06,SELL,2127.07,2122.2,-0.01,15,reverse_signal,0.28,3,"KDJ-OB,TOP-DIV",ranging
2024-06-14 06:00,2024-06-14 11:00,2024-06,BUY,2122.2,2116.11,-1.11,5,hard_stop,-0.79,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-06-14 12:00,2024-06-18 01:00,2024-06,BUY,2114.61,2122.78,0.32,37,reverse_signal,-2.98,6,"KDJ-OS,BB-BOT,KC-BOT,DIVERG,LOW-VOL",ranging
2024-06-18 01:00,2024-06-18 10:00,2024-06,SELL,2122.78,2126.11,-0.83,9,reverse_signal,1.61,3,"KDJ-OB,TOP-DIV",ranging
2024-06-18 10:00,2024-06-19 10:00,2024-06,BUY,2126.11,2119.58,-1.15,24,hard_stop,2.09,3,"DIVERG,LOW-VOL",ranging
2024-06-19 11:00,2024-06-20 22:00,2024-06,BUY,2117.48,2130.14,0.77,35,reverse_signal,-3.56,5,"KDJ-OS,BB-BOT,KC-BOT,RSI-OS,LOW-VOL",ranging
2024-06-20 22:00,2024-06-21 05:00,2024-06,SELL,2130.14,2130.28,-0.51,7,reverse_signal,1.36,3,"KDJ-OB,TOP-DIV",ranging
2024-06-21 05:00,2024-06-24 10:00,2024-06,BUY,2130.28,2144.53,0.93,29,reverse_signal,0.83,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-06-24 10:00,2024-06-24 20:00,2024-06,SELL,2144.53,2141.03,-0.15,10,reverse_signal,3.25,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-06-24 20:00,2024-06-25 05:00,2024-06,BUY,2141.03,2146.87,0.08,9,reverse_signal,-0.09,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-06-25 05:00,2024-06-25 10:00,2024-06,SELL,2146.87,2138.79,0.31,5,reverse_signal,1.65,3,"KDJ-OB,TOP-DIV",ranging
2024-06-25 10:00,2024-06-25 14:00,2024-06,BUY,2138.79,2133.35,-1.04,4,hard_stop,-1.42,4,"TREND+,KDJ-OS,BB-BOT,LOW-VOL",ranging
2024-06-25 15:00,2024-06-25 18:00,2024-06,BUY,2135.55,2130.07,-1.05,3,hard_stop,-1.7,4,"TREND+,KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-06-25 19:00,2024-06-25 23:00,2024-06,BUY,2130.11,2135.61,0.05,4,reverse_signal,-2.79,4,"TREND+,KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-06-25 23:00,2024-06-26 01:00,2024-06,SELL,2135.61,2131.46,-0.08,2,reverse_signal,-0.3,3,"KDJ-OB,TOP-DIV",ranging
2024-06-26 01:00,2024-06-26 23:00,2024-06,BUY,2131.46,2137.07,0.06,22,reverse_signal,-1.57,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-06-26 23:00,2024-06-27 03:00,2024-06,SELL,2137.07,2135.53,-0.35,4,reverse_signal,1.21,3,"KDJ-OB,TOP-DIV",ranging
2024-06-27 03:00,2024-06-27 07:00,2024-06,BUY,2135.53,2130.13,-1.04,4,hard_stop,0.54,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-06-27 08:00,2024-06-27 16:00,2024-06,BUY,2129.81,2136.66,0.18,8,reverse_signal,-1.33,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-06-27 16:00,2024-06-28 00:00,2024-06,SELL,2136.66,2134.73,-0.31,8,reverse_signal,1.69,3,"KDJ-OB,TOP-DIV",ranging
2024-06-28 00:00,2024-06-28 21:00,2024-06,BUY,2134.73,2153.85,1.41,21,reverse_signal,0.41,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-06-28 21:00,2024-06-29 03:00,2024-06,SELL,2153.85,2160.19,-1.13,6,hard_stop,2.72,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-06-29 04:00,2024-06-29 06:00,2024-06,SELL,2162.33,2161.83,-0.45,2,reverse_signal,3.48,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-06-29 06:00,2024-07-01 09:00,2024-06,BUY,2161.83,2164.09,-0.27,3,reverse_signal,2.77,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-07-01 09:00,2024-07-01 11:00,2024-07,SELL,2164.09,2172.0,-1.29,2,hard_stop,2.9,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-07-01 12:00,2024-07-01 18:00,2024-07,SELL,2171.37,2177.65,-1.13,6,hard_stop,3.93,5,"KDJ-OB,KC-TOP,TOP-DIV,RSI-OB",ranging
2024-07-01 19:00,2024-07-01 21:00,2024-07,SELL,2176.61,2183.82,-1.22,2,hard_stop,3.21,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-07-01 22:00,2024-07-02 01:00,2024-07,BUY,2181.82,2186.92,0.01,3,reverse_signal,3.63,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-07-02 01:00,2024-07-02 04:00,2024-07,SELL,2186.92,2192.99,-1.11,3,hard_stop,4.22,5,"KDJ-OB,KC-TOP,TOP-DIV,RSI-OB",ranging
2024-07-02 05:00,2024-07-02 11:00,2024-07,SELL,2195.93,2187.43,0.35,6,reverse_signal,5.28,5,"KDJ-OB,KC-TOP,TOP-DIV,RSI-OB",ranging
2024-07-02 11:00,2024-07-03 00:00,2024-07,BUY,2187.43,2198.55,0.61,13,reverse_signal,1.01,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-07-03 00:00,2024-07-03 06:00,2024-07,SELL,2198.55,2200.41,-0.69,6,reverse_signal,3.13,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-07-03 06:00,2024-07-03 10:00,2024-07,BUY,2200.41,2199.87,-0.55,4,reverse_signal,2.72,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-07-03 10:00,2024-07-03 13:00,2024-07,SELL,2199.87,2202.22,-0.73,3,reverse_signal,1.86,3,"KDJ-OB,TOP-DIV",ranging
2024-07-03 13:00,2024-07-05 16:00,2024-07,BUY,2202.22,2224.46,1.72,51,reverse_signal,2.35,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-07-05 16:00,2024-07-05 20:00,2024-07,SELL,2224.46,2219.75,-0.03,4,reverse_signal,2.01,3,"KDJ-OB,TOP-DIV",ranging
2024-07-05 20:00,2024-07-06 00:00,2024-07,BUY,2219.75,2226.34,0.16,4,reverse_signal,0.14,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-07-06 00:00,2024-07-06 07:00,2024-07,SELL,2226.34,2228.34,-0.7,7,reverse_signal,2.14,3,"KDJ-OB,TOP-DIV",ranging
2024-07-06 07:00,2024-07-08 18:00,2024-07,BUY,2228.34,2215.88,-1.75,11,hard_stop,1.55,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-07-08 19:00,2024-07-09 03:00,2024-07,BUY,2215.64,2218.72,-0.19,8,reverse_signal,-2.63,5,"TREND+,KDJ-OS,BB-BOT,KC-BOT,LOW-VOL",ranging
2024-07-09 03:00,2024-07-09 10:00,2024-07,SELL,2218.72,2212.7,0.1,7,reverse_signal,-0.36,3,"KDJ-OB,TOP-DIV",ranging
2024-07-09 10:00,2024-07-09 13:00,2024-07,BUY,2212.7,2205.83,-1.19,3,hard_stop,-2.14,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-07-09 14:00,2024-07-09 17:00,2024-07,BUY,2205.98,2199.38,-1.16,3,hard_stop,-3.33,6,"TREND+,KDJ-OS,KC-BOT,DIVERG,LOW-VOL",ranging
2024-07-09 18:00,2024-07-11 06:00,2024-07,BUY,2200.45,2205.71,0.03,36,reverse_signal,-3.81,5,"TREND+,KDJ-OS,KC-BOT,RSI-OS,LOW-VOL",ranging
2024-07-11 06:00,2024-07-11 10:00,2024-07,SELL,2205.71,2197.74,0.3,4,reverse_signal,0.84,3,"KDJ-OB,TOP-DIV",ranging
2024-07-11 10:00,2024-07-11 15:00,2024-07,BUY,2197.74,2206.32,0.36,5,reverse_signal,-2.08,3,"KDJ-OS,BB-BOT,LOW-VOL",ranging
2024-07-11 15:00,2024-07-11 19:00,2024-07,SELL,2206.32,2206.9,-0.56,4,reverse_signal,1.52,3,"KDJ-OB,TOP-DIV",ranging
2024-07-11 19:00,2024-07-12 15:00,2024-07,BUY,2206.9,2200.97,-1.09,20,hard_stop,1.56,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-07-13 00:00,2024-07-15 19:00,2024-07,BUY,2200.27,2195.04,-1.02,19,hard_stop,-1.09,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-07-15 20:00,2024-07-16 17:00,2024-07,BUY,2192.63,2201.56,0.39,21,reverse_signal,-3.21,4,"KDJ-OS,BB-BOT,KC-BOT,LOW-VOL",ranging
2024-07-16 17:00,2024-07-16 23:00,2024-07,SELL,2201.56,2199.41,-0.28,6,reverse_signal,0.2,3,"KDJ-OB,TOP-DIV",ranging
2024-07-16 23:00,2024-07-17 02:00,2024-07,BUY,2199.41,2204.19,-0.02,3,reverse_signal,-0.3,3,"KDJ-OS,BB-BOT,LOW-VOL",ranging
2024-07-17 02:00,2024-07-17 06:00,2024-07,SELL,2204.19,2205.37,-0.62,4,reverse_signal,1.2,3,"KDJ-OB,TOP-DIV",ranging
2024-07-17 06:00,2024-07-18 04:00,2024-07,BUY,2205.37,2199.29,-1.11,22,hard_stop,1.41,3,"DIVERG,LOW-VOL",ranging
2024-07-18 07:00,2024-07-18 16:00,2024-07,BUY,2200.71,2193.72,-1.2,9,hard_stop,-1.22,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-07-19 08:00,2024-07-19 10:00,2024-07,BUY,2204.58,2206.57,-0.3,2,reverse_signal,1.07,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-07-19 10:00,2024-07-19 15:00,2024-07,SELL,2206.57,2209.49,-0.79,5,reverse_signal,1.69,3,"KDJ-OB,TOP-DIV",ranging
2024-07-19 15:00,2024-07-19 21:00,2024-07,BUY,2209.49,2207.74,-0.68,6,reverse_signal,2.11,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-07-19 21:00,2024-07-20 02:00,2024-07,SELL,2207.74,2210.65,-0.79,5,reverse_signal,0.36,3,"KDJ-OB,TOP-DIV",ranging
2024-07-20 02:00,2024-07-22 09:00,2024-07,BUY,2210.65,2204.93,-1.07,7,hard_stop,1.1,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-07-22 10:00,2024-07-22 16:00,2024-07,BUY,2207.12,2208.49,-0.36,6,reverse_signal,-0.31,4,"TREND+,KDJ-OS,BB-BOT,LOW-VOL",ranging
2024-07-22 16:00,2024-07-22 19:00,2024-07,SELL,2208.49,2204.02,-0.05,3,reverse_signal,-0.12,3,"KDJ-OB,TOP-DIV",ranging
2024-07-22 19:00,2024-07-23 05:00,2024-07,BUY,2204.02,2197.29,-1.17,10,hard_stop,-1.6,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-07-23 06:00,2024-07-23 09:00,2024-07,BUY,2194.04,2187.75,-1.13,3,hard_stop,-3.7,7,"KDJ-OS,BB-BOT,KC-BOT,DIVERG,RSI-OS,LOW-VOL",ranging
2024-07-23 10:00,2024-07-23 13:00,2024-07,BUY,2186.14,2179.46,-1.17,3,hard_stop,-5.0,6,"KDJ-OS,KC-BOT,DIVERG,RSI-OS,LOW-VOL",ranging
2024-07-23 14:00,2024-07-26 03:00,2024-07,BUY,2178.52,2197.76,1.42,61,reverse_signal,-5.91,4,"KDJ-OS,KC-BOT,RSI-OS,LOW-VOL",ranging
2024-07-26 03:00,2024-07-26 19:00,2024-07,SELL,2197.76,2197.54,-0.48,16,reverse_signal,1.23,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-07-26 19:00,2024-07-27 04:00,2024-07,BUY,2197.54,2197.89,-0.47,9,reverse_signal,0.8,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-07-27 04:00,2024-07-29 09:00,2024-07,SELL,2197.89,2190.57,0.23,5,reverse_signal,0.83,3,"KDJ-OB,TOP-DIV",ranging
2024-07-29 09:00,2024-07-30 03:00,2024-07,BUY,2190.57,2184.54,-1.1,18,hard_stop,-1.91,3,"KDJ-OS,BB-BOT,LOW-VOL",ranging
2024-07-30 04:00,2024-07-30 10:00,2024-07,BUY,2186.15,2180.9,-1.02,6,hard_stop,-1.75,6,"KDJ-OS,BB-BOT,KC-BOT,DIVERG,LOW-VOL",ranging
2024-07-30 11:00,2024-07-31 02:00,2024-07,BUY,2182.41,2175.27,-1.21,15,hard_stop,-1.97,5,"KDJ-OS,KC-BOT,DIVERG,LOW-VOL",ranging
2024-07-31 03:00,2024-08-01 00:00,2024-07,BUY,2173.74,2194.66,1.59,21,reverse_signal,-3.53,7,"KDJ-OS,BB-BOT,KC-BOT,DIVERG,RSI-OS,LOW-VOL",ranging
2024-08-01 00:00,2024-08-01 01:00,2024-08,SELL,2194.66,2196.4,-0.67,1,reverse_signal,2.67,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-08-01 01:00,2024-08-01 05:00,2024-08,BUY,2196.4,2199.12,-0.23,4,reverse_signal,3.06,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-08-01 05:00,2024-08-01 12:00,2024-08,SELL,2199.12,2206.74,-1.26,7,hard_stop,2.88,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-08-01 17:00,2024-08-01 23:00,2024-08,BUY,2201.67,2204.0,-0.27,6,reverse_signal,1.23,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-08-01 23:00,2024-08-02 03:00,2024-08,SELL,2204.0,2198.69,0.03,4,reverse_signal,1.23,3,"KDJ-OB,TOP-DIV",ranging
2024-08-02 03:00,2024-08-02 19:00,2024-08,BUY,2198.69,2193.53,-1.02,16,hard_stop,-0.8,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-08-02 20:00,2024-08-02 22:00,2024-08,BUY,2195.37,2189.76,-1.06,2,hard_stop,-0.68,5,"TREND+,KDJ-OS,DIVERG,LOW-VOL",ranging
2024-08-02 23:00,2024-08-03 04:00,2024-08,BUY,2190.0,2183.52,-1.15,5,hard_stop,-2.31,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-08-03 05:00,2024-08-05 12:00,2024-08,BUY,2182.87,2188.43,0.06,7,reverse_signal,-3.26,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-08-05 12:00,2024-08-05 15:00,2024-08,SELL,2188.43,2180.78,0.26,3,reverse_signal,-0.31,3,"KDJ-OB,TOP-DIV",ranging
2024-08-05 15:00,2024-08-07 04:00,2024-08,BUY,2180.78,2185.68,-0.01,37,reverse_signal,-2.58,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-08-07 04:00,2024-08-07 13:00,2024-08,SELL,2185.68,2174.2,0.65,9,reverse_signal,0.54,3,"KDJ-OB,TOP-DIV",ranging
2024-08-07 13:00,2024-08-07 18:00,2024-08,BUY,2174.2,2168.98,-1.02,5,hard_stop,-3.01,4,"KDJ-OS,BB-BOT,KC-BOT,LOW-VOL",ranging
2024-08-07 19:00,2024-08-08 15:00,2024-08,BUY,2165.9,2174.6,0.37,20,reverse_signal,-4.27,4,"KDJ-OS,KC-BOT,RSI-OS,LOW-VOL",ranging
2024-08-08 15:00,2024-08-09 09:00,2024-08,SELL,2174.6,2170.77,-0.12,18,reverse_signal,1.36,3,"KDJ-OB,TOP-DIV",ranging
2024-08-09 09:00,2024-08-09 17:00,2024-08,BUY,2170.77,2164.93,-1.08,8,hard_stop,-0.11,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-08-09 18:00,2024-08-10 01:00,2024-08,BUY,2165.56,2168.84,-0.17,7,reverse_signal,-1.76,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-08-10 01:00,2024-08-10 07:00,2024-08,SELL,2168.84,2169.34,-0.55,6,reverse_signal,0.22,3,"KDJ-OB,TOP-DIV",ranging
2024-08-10 07:00,2024-08-12 11:00,2024-08,BUY,2169.34,2177.3,0.3,4,reverse_signal,0.33,3,"DIVERG,LOW-VOL",ranging
2024-08-12 11:00,2024-08-13 00:00,2024-08,SELL,2177.3,2163.41,0.89,13,reverse_signal,3.22,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-08-13 00:00,2024-08-13 02:00,2024-08,BUY,2163.41,2158.02,-1.04,2,hard_stop,-2.61,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-08-13 03:00,2024-08-14 01:00,2024-08,BUY,2157.08,2173.88,1.18,22,reverse_signal,-4.04,4,"KDJ-OS,KC-BOT,RSI-OS,LOW-VOL",ranging
2024-08-14 01:00,2024-08-14 03:00,2024-08,SELL,2173.88,2176.08,-0.72,2,reverse_signal,3.98,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-08-14 03:00,2024-08-14 10:00,2024-08,BUY,2176.08,2178.85,-0.22,7,reverse_signal,3.99,3,"DIVERG,LOW-VOL",ranging
2024-08-14 10:00,2024-08-14 16:00,2024-08,SELL,2178.85,2175.92,-0.21,6,reverse_signal,3.44,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-08-14 16:00,2024-08-14 19:00,2024-08,BUY,2175.92,2170.41,-1.05,3,hard_stop,1.38,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-08-15 04:00,2024-08-17 02:00,2024-08,BUY,2161.05,2156.54,-0.95,46,hard_stop,-3.21,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-08-17 03:00,2024-08-19 20:00,2024-08,BUY,2154.61,2157.67,-0.19,17,reverse_signal,-2.48,5,"KDJ-OS,KC-BOT,DIVERG,LOW-VOL",ranging
2024-08-19 20:00,2024-08-20 11:00,2024-08,SELL,2157.67,2163.78,-1.11,15,hard_stop,0.45,3,"KDJ-OB,TOP-DIV",ranging
2024-08-20 16:00,2024-08-21 13:00,2024-08,BUY,2163.97,2157.07,-1.19,21,hard_stop,1.79,3,"DIVERG,LOW-VOL",ranging
2024-08-21 14:00,2024-08-22 21:00,2024-08,BUY,2153.56,2147.98,-1.06,31,hard_stop,-2.9,4,"KDJ-OS,BB-BOT,KC-BOT,LOW-VOL",ranging
2024-08-22 22:00,2024-08-24 03:00,2024-08,BUY,2146.28,2165.2,1.39,29,reverse_signal,-2.66,4,"KDJ-OS,BB-BOT,KC-BOT,LOW-VOL",ranging
2024-08-24 03:00,2024-08-26 15:00,2024-08,SELL,2165.2,2148.58,1.16,12,reverse_signal,2.54,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-08-26 15:00,2024-08-27 09:00,2024-08,BUY,2148.58,2143.47,-1.01,18,hard_stop,-2.92,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-08-27 10:00,2024-08-28 06:00,2024-08,BUY,2144.83,2139.74,-1.01,20,hard_stop,-1.25,3,"DIVERG,LOW-VOL",ranging
2024-08-28 14:00,2024-08-28 22:00,2024-08,BUY,2140.84,2133.35,-1.25,8,hard_stop,-0.93,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-08-28 23:00,2024-08-29 04:00,2024-08,BUY,2131.73,2123.65,-1.31,5,hard_stop,-2.96,5,"KDJ-OS,KC-BOT,DIVERG,LOW-VOL",ranging
2024-08-29 05:00,2024-08-30 13:00,2024-08,BUY,2122.61,2145.1,1.75,32,reverse_signal,-4.15,4,"KDJ-OS,KC-BOT,RSI-OS,LOW-VOL",ranging
2024-08-30 13:00,2024-08-30 17:00,2024-08,SELL,2145.1,2148.2,-0.81,4,reverse_signal,3.68,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-08-30 17:00,2024-08-30 20:00,2024-08,BUY,2148.2,2149.98,-0.32,3,reverse_signal,3.47,3,"DIVERG,LOW-VOL",ranging
2024-08-30 20:00,2024-09-03 02:00,2024-08,SELL,2149.98,2132.69,1.23,30,reverse_signal,3.39,5,"KDJ-OB,KC-TOP,TOP-DIV,RSI-OB",ranging
2024-09-03 02:00,2024-09-03 13:00,2024-09,BUY,2132.69,2140.46,0.28,11,reverse_signal,-3.6,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-09-03 13:00,2024-09-03 16:00,2024-09,SELL,2140.46,2133.02,0.24,3,reverse_signal,-0.52,3,"KDJ-OB,TOP-DIV",ranging
2024-09-03 16:00,2024-09-04 15:00,2024-09,BUY,2133.02,2132.7,-0.53,23,reverse_signal,-2.51,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
